upgrade_id,building_type,town_hall_level,current_level,builder_boost_percent,builder_count,upgrade_cost_elixir,upgrade_time_hours
575,Barracks,15,8,0,1,422000,30.06
576,Archer Tower,10,15,50,6,1161000,56.02
577,Cannon,14,19,30,6,1924000,97.59
578,Gold Storage,13,15,30,6,1365000,83.49
579,Wizard Tower,2,1,10,5,20000,2.99
580,Dark Elixir Storage,13,3,50,1,263000,17.15
581,Archer Tower,16,1,30,4,15000,2.84
582,Archer Tower,1,6,30,4,177000,11.39
583,Laboratory,1,3,25,3,74000,6.27
584,Cannon,9,10,30,6,504000,32.27
585,Dark Barracks,15,1,0,2,29000,5.25
586,Dark Elixir Storage,16,8,25,4,1729000,88.34
587,Cannon,6,1,10,6,11000,2.61
588,Barracks,4,9,25,3,359000,22.26
589,Cannon,4,6,25,6,170000,12.73
590,Dark Barracks,5,6,50,1,344000,28.94
591,Wizard Tower,16,11,30,1,1229000,74.15
592,Army Camp,4,1,25,3,17000,2.74
593,Laboratory,11,2,10,5,54000,5.72
594,Archer Tower,12,2,20,6,37000,4.81
595,Dark Elixir Storage,8,9,20,3,1701000,84.49
596,Cannon,5,8,10,1,324000,23.49
597,Laboratory,13,11,0,6,982000,61.24
598,Laboratory,1,6,25,1,235000,15.53
599,Gold Storage,15,6,25,6,325000,22.75
600,Dark Barracks,8,3,25,6,128000,12.84
601,Barracks,3,5,50,3,134000,8.44
602,Dark Barracks,6,5,50,6,254000,21.61
603,Gold Storage,9,9,0,3,578000,38.49
604,Army Camp,6,11,25,5,737000,48.66
605,Spell Factory,14,1,25,1,51000,5.24
606,Barracks,14,16,25,2,1263000,75.75
607,Air Defense,13,11,10,1,1796000,116.47
608,Wizard Tower,5,6,0,5,285000,22.19
609,Wizard Tower,16,7,30,3,536000,37.49
610,Air Defense,9,10,10,4,1325000,84.37
611,Army Camp,16,5,10,4,274000,21.71
612,Gold Storage,13,7,50,6,407000,23.46
613,Wizard Tower,3,6,0,4,258000,21.58
614,Air Defense,6,1,25,3,32000,3.57
615,Cannon,12,14,30,1,1155000,59.26
616,Gold Storage,4,2,50,2,34000,3.86
617,Dark Elixir Storage,8,7,25,1,979000,60.43
618,Air Defense,8,8,25,2,975000,56.9
619,Elixir Storage,11,10,50,1,733000,37.15
620,Barracks,16,1,25,4,16000,2.7
621,Air Defense,8,4,30,5,307000,18.08
622,Wizard Tower,7,3,30,1,108000,8.46
623,Barracks,9,2,25,1,34000,4.1
624,Cannon,14,14,20,4,1237000,63.98
625,Archer Tower,7,5,20,4,161000,12.56
626,Gold Storage,13,5,0,4,213000,19.3
627,Archer Tower,1,3,10,1,50000,6.01
628,Elixir Storage,8,13,20,6,930000,59.11
629,Elixir Storage,16,15,10,3,1474000,98.78
630,Army Camp,5,4,10,1,135000,12.29
631,Gold Storage,4,8,20,4,333000,24.21
632,Laboratory,15,11,30,2,1079000,61.79
633,Laboratory,15,14,30,5,1579000,84.74
634,Wizard Tower,3,8,50,4,455000,26.08
635,Dark Elixir Storage,14,7,10,2,1222000,77.21
636,Spell Factory,4,6,30,5,580000,37.94
637,Dark Elixir Storage,13,2,20,1,141000,12.41
638,Elixir Storage,14,12,0,2,1110000,69.32
639,Laboratory,1,2,0,5,40000,4.55
640,Army Camp,1,6,50,1,198000,14.01
641,Cannon,12,13,50,3,989000,49.22
642,Spell Factory,6,2,25,3,103000,9.79
643,Laboratory,4,8,50,1,421000,22.91
644,Laboratory,7,12,10,4,901000,57.38
645,Air Defense,13,4,0,4,344000,26.03
646,Gold Storage,14,6,20,3,301000,22.09
647,Dark Barracks,3,8,20,6,487000,48.07
648,Dark Barracks,12,1,10,3,27000,4.59
649,Dark Barracks,10,4,50,4,192000,19.73
650,Elixir Storage,11,4,20,2,142000,12.3
651,Wizard Tower,8,9,10,1,651000,46.7
652,Air Defense,12,3,20,1,202000,14.77
653,Dark Elixir Storage,13,7,50,5,1185000,56.25
654,Wizard Tower,14,15,25,5,1977000,109.83
655,Elixir Storage,5,7,30,5,282000,19.34
656,Laboratory,4,2,25,3,45000,4.72
657,Elixir Storage,1,6,10,5,181000,15.25
658,Dark Barracks,16,7,20,5,614000,59.85
659,Elixir Storage,12,2,30,1,46000,5.54
660,Archer Tower,13,6,50,3,249000,15.34
661,Gold Storage,12,10,30,6,661000,41.5
662,Dark Elixir Storage,7,9,50,4,1536000,67.67
663,Laboratory,10,8,20,2,517000,33.2
664,Wizard Tower,8,10,30,6,695000,47.38
665,Wizard Tower,5,2,30,6,54000,4.79
666,Gold Storage,1,6,0,2,202000,16.43
667,Cannon,12,10,25,1,585000,37.23
668,Spell Factory,16,1,0,2,52000,5.99
669,Barracks,4,9,10,2,344000,22.91
670,Spell Factory,4,1,20,2,40000,4.41
671,Spell Factory,10,3,25,6,226000,17.59
672,Gold Storage,12,1,50,1,17000,2.75
673,Dark Elixir Storage,8,10,0,2,1852000,108.68
674,Dark Elixir Storage,11,7,0,3,1170000,73.32
675,Cannon,6,11,10,4,556000,37.03
676,Dark Elixir Storage,9,7,25,2,966000,61.03
677,Gold Storage,14,10,50,6,750000,40.33
678,Spell Factory,8,7,30,6,863000,55.57
679,Air Defense,7,12,50,2,1716000,80.63
680,Barracks,5,10,0,1,436000,29.71
681,Dark Barracks,16,3,30,4,145000,17.08
682,Dark Barracks,7,7,25,4,441000,44.43
683,Dark Barracks,15,4,50,1,232000,21.98
684,Archer Tower,12,8,20,6,404000,25.85
685,Elixir Storage,16,3,25,6,107000,8.87
686,Dark Elixir Storage,11,5,20,1,611000,41.38
687,Archer Tower,14,13,0,4,1039000,62.71
688,Cannon,8,8,30,3,385000,23.86
689,Gold Storage,15,7,20,4,436000,29.78
690,Cannon,16,17,10,3,1770000,97.76
691,Archer Tower,16,12,20,3,843000,57.38
692,Air Defense,1,6,10,6,405000,27.83
693,Archer Tower,16,1,0,5,16000,3.05
694,Cannon,7,3,10,2,64000,6.57
695,Spell Factory,11,4,20,6,378000,30.23
696,Dark Barracks,2,4,10,2,165000,18.11
697,Spell Factory,13,7,30,6,1073000,67.33
698,Cannon,16,10,25,6,710000,39.63
699,Archer Tower,16,5,0,3,211000,17.78
700,Laboratory,3,4,25,2,118000,9.89
701,Barracks,6,2,0,2,33000,4.42
702,Air Defense,8,2,20,2,85000,8.41
703,Laboratory,2,7,50,4,314000,17.13
704,Laboratory,12,13,30,2,1351000,69.9
705,Dark Elixir Storage,13,7,30,5,1153000,67.05
706,Cannon,3,6,20,3,163000,14.12
707,Barracks,14,4,50,2,138000,9.25
708,Spell Factory,15,6,0,1,935000,70.68
709,Spell Factory,12,1,0,4,50000,5.91
710,Dark Elixir Storage,7,4,10,3,346000,27.11
711,Elixir Storage,6,10,30,1,530000,37.85
712,Wizard Tower,9,8,50,3,540000,32.45
713,Dark Elixir Storage,13,8,30,3,1385000,85.45
714,Archer Tower,8,11,10,3,629000,41.24
715,Army Camp,13,3,50,2,116000,8.95
716,Spell Factory,3,3,20,6,186000,14.72
717,Dark Elixir Storage,15,1,30,4,56000,4.96
718,Army Camp,14,11,50,4,893000,52.82
719,Army Camp,8,11,30,2,836000,52.63
720,Barracks,9,1,0,2,13000,3.06
721,Barracks,1,6,10,6,163000,11.65
722,Gold Storage,7,12,10,6,748000,51.79
723,Gold Storage,16,2,50,2,60000,5.05
724,Spell Factory,4,2,25,2,96000,9.2
725,Gold Storage,16,7,50,6,463000,26.44
726,Air Defense,2,7,10,3,596000,37.42
727,Archer Tower,5,10,0,1,440000,32.98
728,Air Defense,5,7,10,5,706000,41.08
729,Army Camp,14,11,30,5,953000,64.05
730,Wizard Tower,12,14,0,3,1645000,104.01
731,Cannon,11,16,0,1,1193000,84.37
732,Army Camp,10,5,20,5,221000,17.66
733,Archer Tower,12,17,25,2,1447000,82.44
734,Dark Barracks,5,6,30,1,329000,34.19
735,Air Defense,2,7,30,6,626000,31.81
736,Elixir Storage,10,7,10,5,360000,26.66
737,Archer Tower,15,18,25,4,1634000,94.44
738,Cannon,5,4,50,2,101000,7.71
739,Air Defense,6,11,0,1,1468000,96.17
740,Laboratory,15,1,30,4,23000,3.2
741,Gold Storage,7,5,25,2,188000,13.93
742,Barracks,15,13,0,4,1046000,64.22
743,Barracks,8,12,20,6,732000,37.92
744,Elixir Storage,9,2,0,3,49000,5.8
745,Dark Barracks,12,5,30,1,301000,33.41
746,Dark Elixir Storage,15,8,25,4,1612000,92.05
747,Archer Tower,1,1,0,4,9000,2.64
748,Army Camp,8,7,25,3,364000,26.64
749,Barracks,4,9,20,6,353000,22.12
750,Barracks,15,2,50,3,40000,4.11
751,Laboratory,7,6,0,6,302000,22.59
752,Barracks,4,9,30,1,383000,22.22
753,Gold Storage,10,3,0,4,84000,8.91
754,Elixir Storage,4,9,10,3,441000,31.91
755,Wizard Tower,12,7,50,2,434000,29.64
756,Cannon,12,17,30,1,1539000,81.98
757,Cannon,7,12,10,6,710000,42.18
758,Dark Barracks,8,9,30,1,826000,66.31
759,Army Camp,8,2,20,1,49000,5.72
760,Army Camp,13,3,20,6,104000,9.38
761,Laboratory,15,9,20,6,765000,44.56
762,Wizard Tower,10,8,50,3,502000,31.71
763,Archer Tower,13,11,0,6,713000,49.84
764,Dark Barracks,10,8,30,5,674000,57.25
765,Dark Barracks,7,4,0,1,173000,21.92
766,Army Camp,11,7,50,2,382000,27.55
767,Wizard Tower,8,7,30,2,426000,27.98
768,Wizard Tower,1,3,10,6,81000,7.15
769,Cannon,6,2,25,6,32000,3.97
770,Gold Storage,10,7,10,2,351000,28.56
771,Barracks,1,6,25,1,162000,11.77
772,Spell Factory,16,6,20,4,922000,61.85
773,Barracks,16,12,25,3,959000,49.02
774,Gold Storage,7,12,0,4,803000,53.71
775,Cannon,6,1,25,1,10000,2.58
776,Wizard Tower,11,7,0,5,480000,36.02
777,Archer Tower,13,18,30,6,1799000,84.84
778,Army Camp,6,4,50,4,126000,9.74
779,Dark Barracks,16,8,0,3,847000,80.2
780,Archer Tower,9,2,10,5,35000,4.52
781,Dark Barracks,6,2,50,6,61000,6.43
782,Elixir Storage,1,6,10,2,193000,16.21
783,Cannon,1,6,20,1,170000,12.89
784,Army Camp,3,8,25,3,381000,26.02
785,Laboratory,5,3,10,3,83000,8.35
786,Archer Tower,10,10,20,5,591000,33.9
787,Dark Elixir Storage,11,7,20,2,1220000,65.9
788,Air Defense,4,8,20,3,807000,47.42
789,Barracks,13,13,20,6,905000,51.16
790,Archer Tower,2,7,20,6,229000,15.65
791,Barracks,15,9,0,2,558000,37.18
792,Laboratory,3,2,0,5,42000,4.78
793,Army Camp,4,3,20,2,77000,7.96
794,Cannon,6,3,20,1,58000,6.73
795,Wizard Tower,11,15,10,4,1571000,108.42
796,Army Camp,7,3,30,4,88000,8.28
797,Barracks,4,9,0,2,325000,26.42
798,Barracks,12,3,50,6,71000,5.92
799,Barracks,9,12,25,2,746000,41.22
800,Elixir Storage,12,13,20,6,1095000,68.69
801,Elixir Storage,1,1,50,2,13000,2.18
802,Wizard Tower,7,12,50,4,1048000,55.33
803,Archer Tower,16,1,0,3,15000,3.25
804,Dark Barracks,12,4,30,5,208000,21.44
805,Wizard Tower,4,1,0,5,24000,3.15
806,Archer Tower,1,6,25,4,166000,11.66
807,Barracks,1,5,50,3,122000,7.78
808,Gold Storage,6,2,10,3,42000,4.96
809,Barracks,8,12,10,4,631000,39.76
810,Elixir Storage,16,9,25,4,646000,44.94
811,Wizard Tower,13,8,25,5,559000,41.81
812,Dark Barracks,3,3,0,4,96000,12.4
813,Laboratory,6,3,50,5,85000,6.45
814,Gold Storage,12,3,50,6,101000,7.45
815,Wizard Tower,2,7,10,2,331000,23.82
816,Laboratory,3,8,10,4,390000,26.06
817,Gold Storage,2,7,10,4,268000,19.63
818,Archer Tower,11,5,10,5,165000,14.01
819,Dark Barracks,9,4,20,6,187000,20.72
820,Laboratory,2,7,0,5,286000,22.31
821,Gold Storage,14,2,25,3,55000,5.44
822,Cannon,13,15,50,5,1210000,59.99
823,Archer Tower,11,6,0,2,257000,20.41
824,Cannon,15,2,20,4,45000,4.87
825,Air Defense,7,8,0,6,959000,57.74
826,Archer Tower,11,14,0,2,1134000,67.04
827,Air Defense,13,10,25,2,1683000,88.64
828,Cannon,14,18,25,2,1648000,92.22
829,Spell Factory,4,1,20,6,42000,3.97
830,Cannon,6,2,0,6,32000,4.64
831,Air Defense,7,6,0,1,605000,37.82
832,Dark Elixir Storage,15,10,10,6,2196000,129.03
833,Laboratory,13,8,30,3,611000,35.95
834,Elixir Storage,9,14,0,5,1202000,72.94
835,Gold Storage,15,10,25,4,767000,48.5
836,Dark Elixir Storage,16,4,50,2,468000,28.62
837,Army Camp,2,6,25,5,228000,16.63
838,Barracks,4,5,30,6,122000,9.85
839,Wizard Tower,11,9,0,4,684000,53.56
840,Dark Elixir Storage,7,7,50,5,999000,46.55
841,Cannon,14,4,50,1,135000,9.97
842,Laboratory,3,8,30,3,412000,23.97
843,Archer Tower,5,10,0,1,499000,35.03
844,Cannon,1,1,10,1,9000,2.7
845,Gold Storage,4,3,30,1,72000,6.89
846,Army Camp,4,9,25,1,480000,35.12
847,Air Defense,3,4,0,1,235000,18.01
848,Archer Tower,4,9,20,3,369000,23.95
849,Army Camp,14,2,25,6,62000,6.2
850,Dark Barracks,15,3,25,1,142000,16.98
851,Dark Elixir Storage,10,3,10,3,282000,19.04
852,Army Camp,5,4,50,3,128000,9.97
853,Army Camp,4,7,30,4,290000,22.76
854,Dark Elixir Storage,13,8,0,4,1591000,91.55
855,Gold Storage,3,1,50,2,13000,2.32
856,Gold Storage,1,2,10,4,30000,4.23
857,Spell Factory,10,1,30,1,44000,4.7
858,Barracks,10,6,0,6,233000,16.17
859,Archer Tower,16,18,50,5,1673000,89.98
860,Elixir Storage,7,12,25,4,863000,50.47
861,Spell Factory,5,5,25,6,453000,31.42
862,Barracks,12,10,30,3,562000,33.16
863,Elixir Storage,16,5,25,2,232000,18.14
864,Wizard Tower,6,2,0,5,60000,5.65
865,Spell Factory,10,3,25,2,263000,18.17
866,Dark Barracks,2,7,25,1,372000,37.45
867,Cannon,15,2,20,6,41000,4.82
868,Gold Storage,9,2,25,3,41000,5.1
869,Dark Barracks,6,7,20,4,476000,42.46
870,Dark Barracks,10,5,20,6,316000,31.2
871,Archer Tower,16,20,0,3,2284000,135.77
872,Gold Storage,14,14,50,1,1239000,70.85
873,Gold Storage,15,9,25,1,647000,41.96
874,Dark Elixir Storage,11,10,50,5,2006000,92.72
875,Archer Tower,9,14,25,5,921000,52.58
876,Barracks,13,14,50,2,1084000,51.37
877,Spell Factory,7,4,10,2,350000,27.56
878,Spell Factory,7,5,50,3,477000,29.59
879,Gold Storage,3,1,20,3,14000,2.57
880,Dark Barracks,5,10,50,4,761000,64.03
881,Air Defense,4,1,25,1,28000,3.48
882,Cannon,7,7,20,1,267000,19.99
883,Army Camp,15,4,0,3,195000,17.57
884,Wizard Tower,6,5,0,2,201000,18.49
885,Air Defense,10,10,0,6,1428000,84.69
886,Laboratory,11,12,30,1,961000,64.97
887,Spell Factory,4,3,20,1,214000,15.35
888,Dark Elixir Storage,16,7,0,4,1391000,84.39
889,Dark Barracks,10,6,0,3,385000,43.3
890,Army Camp,15,5,25,6,275000,19.82
891,Cannon,8,13,20,2,755000,49.13
892,Laboratory,4,4,50,2,140000,8.96
893,Cannon,14,10,0,2,661000,43.96
894,Laboratory,15,4,30,5,184000,13.23
895,Wizard Tower,2,7,50,5,331000,19.62
896,Laboratory,11,6,0,6,336000,25.1
897,Laboratory,12,9,30,4,660000,40.47
898,Army Camp,4,3,30,1,76000,7.74
899,Army Camp,15,9,10,2,772000,53.75
900,Dark Elixir Storage,15,5,30,5,679000,42.67
901,Gold Storage,10,10,20,3,610000,43.27
902,Dark Barracks,10,3,10,3,132000,16.12
903,Cannon,4,9,20,2,342000,24.12
904,Army Camp,1,6,25,6,211000,15.98
905,Spell Factory,8,5,0,1,556000,41.02
906,Spell Factory,6,7,10,3,810000,57.4
907,Barracks,4,6,30,2,174000,12.57
908,Cannon,15,8,50,4,440000,26.53
909,Air Defense,6,3,10,3,180000,13.01
910,Gold Storage,7,4,20,1,131000,10.61
911,Dark Elixir Storage,12,9,30,2,1808000,99.88
912,Spell Factory,14,6,30,4,835000,54.83
913,Barracks,6,11,30,6,586000,30.01
914,Wizard Tower,6,5,0,2,209000,18.37
915,Wizard Tower,12,7,20,4,504000,34.94
916,Archer Tower,11,11,30,4,637000,40.69
917,Archer Tower,16,5,30,2,221000,14.6
918,Cannon,5,6,30,1,186000,14.08
919,Elixir Storage,15,3,30,1,102000,9.33
920,Gold Storage,5,4,30,1,110000,10.21
921,Archer Tower,4,5,0,6,125000,11.69
922,Air Defense,9,2,50,2,91000,7.21
923,Army Camp,6,2,30,6,41000,4.79
924,Spell Factory,6,2,20,5,109000,9.45
925,Spell Factory,7,6,20,3,754000,45.45
926,Spell Factory,3,1,25,2,36000,4.24
927,Air Defense,16,5,10,2,492000,36.37
928,Laboratory,4,9,10,1,471000,34.25
929,Archer Tower,2,7,50,6,212000,13.52
930,Dark Barracks,6,8,50,3,625000,48.22
931,Dark Barracks,15,5,50,1,326000,31.22
932,Barracks,8,9,0,1,445000,28.34
933,Archer Tower,2,7,20,6,244000,15.23
934,Cannon,12,3,25,6,78000,6.68
935,Barracks,9,7,0,1,268000,20.33
936,Army Camp,7,4,50,4,130000,10.87
937,Laboratory,16,5,20,6,289000,19.83
938,Wizard Tower,9,6,50,4,309000,20.43
939,Dark Elixir Storage,14,6,25,3,881000,54.51
940,Army Camp,2,6,25,1,221000,17.74
941,Gold Storage,2,7,50,5,289000,16.44
942,Cannon,2,7,30,2,225000,14.94
943,Air Defense,4,8,0,2,801000,52.52
944,Dark Elixir Storage,16,6,50,4,983000,53.17
945,Elixir Storage,4,6,20,1,228000,16.93
946,Wizard Tower,13,12,50,4,1299000,62.52
947,Dark Elixir Storage,13,2,10,2,158000,12.0
948,Air Defense,2,7,25,5,537000,32.74
949,Dark Elixir Storage,12,6,30,5,913000,49.81
950,Dark Barracks,13,4,20,3,214000,23.96
951,Air Defense,16,2,30,3,126000,9.49
952,Cannon,15,4,10,5,148000,11.95
953,Spell Factory,5,5,50,1,513000,28.89
954,Air Defense,10,2,30,1,91000,8.42
955,Dark Barracks,16,2,20,4,82000,10.38
956,Wizard Tower,4,9,0,5,558000,38.1
957,Laboratory,10,1,30,6,21000,2.78
958,Dark Barracks,7,8,0,3,575000,60.12
959,Barracks,12,11,0,2,627000,43.7
960,Spell Factory,15,2,25,2,142000,12.83
961,Wizard Tower,5,10,20,3,645000,43.61
962,Laboratory,16,7,50,4,510000,27.98
963,Wizard Tower,16,8,50,5,636000,36.92
964,Laboratory,3,4,25,3,122000,10.28
965,Air Defense,2,7,10,4,613000,36.29
966,Elixir Storage,13,14,0,5,1409000,87.57
967,Cannon,6,8,10,3,335000,23.24
968,Archer Tower,13,15,10,5,1145000,74.67
969,Gold Storage,11,12,20,3,899000,59.19
970,Dark Elixir Storage,16,4,30,2,561000,30.25
971,Barracks,10,3,0,4,76000,7.42
972,Dark Barracks,12,3,50,6,144000,13.05
973,Dark Barracks,4,1,30,2,22000,3.65
974,Wizard Tower,2,7,30,4,308000,21.75
975,Dark Barracks,14,2,25,4,84000,9.47
976,Cannon,3,8,20,3,275000,21.04
977,Spell Factory,4,4,25,2,310000,22.63
978,Cannon,7,12,50,4,678000,36.8
979,Army Camp,16,3,30,2,116000,10.37
980,Wizard Tower,13,16,50,3,2170000,100.75
981,Wizard Tower,6,1,50,6,25000,2.64
982,Barracks,3,4,20,3,95000,7.43
983,Army Camp,9,6,20,1,283000,22.56
984,Air Defense,6,11,20,1,1578000,84.1
985,Spell Factory,6,2,50,3,103000,8.46
986,Laboratory,13,13,10,4,1309000,82.77
987,Cannon,2,7,0,6,224000,16.92
988,Dark Barracks,2,7,30,2,395000,35.1
989,Army Camp,14,1,20,3,20000,3.27
990,Dark Elixir Storage,9,1,0,6,51000,5.05
991,Dark Elixir Storage,8,10,50,3,1813000,83.27
992,Gold Storage,12,6,10,4,305000,21.94
993,Gold Storage,13,4,30,3,165000,12.69
994,Wizard Tower,8,12,30,6,1098000,60.62
995,Laboratory,2,3,0,2,72000,7.96
996,Archer Tower,15,5,30,6,212000,13.81
997,Elixir Storage,13,10,25,6,689000,44.78
998,Archer Tower,8,13,10,4,857000,50.86
999,Dark Elixir Storage,9,2,30,5,122000,9.97
1000,Laboratory,1,5,50,1,151000,11.43
